,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
83396,0.028673772190128358,0.07460661288716264,0.1108910659041905,0.12765663521210577,0.13262216366193258,0.1080659282098131,0.015097875885047896,0.026074249478675007,0.006772935928249279,0.02632190818472004,0.054216124916297154,0.055831862422957436,0.034627883014979786,0.04014457146731323,0.03879568096941251,0.04363242198468099
107172,0.049305543361837366,0.0372659595657803,0.027280397487578514,0.017252189067414776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
132434,0.0,0.0,0.0,0.2807266428632152,0.3178535683064955,0.3989189600700392,0.2732688134329994,0.28173415892012393,0.055101794883811235,0.08034418274037487,0.0710149948862141,0.0600404620505123,0.057818815883332014,0.05552829281049128,0.04071656643837935,0.04025485983688448
135406,0.10401339162906124,0.08678169505029379,0.04307677885066092,0.019069327552495113,0.053198363127288394,0.051305894060261995,0.06045726561301212,0.023108963589915894,0.07615368650790993,0.0,0.0,0.19994566611371567,0.31909962748672427,0.2526158783249339,0.2551590301361826,0.3166501243935407
141350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008581196034196787,0.007499324938017036,0.022387489578523954,0.037920304894909204,0.03977301184266242,0.03965918998177063,0.049654068049964,0.023508986697656577,0.021333002487870813
145808,0.02975072138036792,0.044946967433522556,0.06618543170525922,0.02883511859219587,0.0853023526877906,0.05535707488431024,0.07361516034985423,0.10788094057161753,0.019565639456647632,0.00840195176392824,0.028815433972195662,0.03050893246055102,0.03098517872711421,0.034815960328401285,0.029708849048301383,0.03155710675643027
156210,1.0,0.9755128971218007,1.0,0.5200257162288532,0.8962131481927252,0.2653496250618553,0.29760626054933254,0.2989818829565394,0.07865978438185522,0.12130764197288922,0.15621533202962332,0.07951263414626743,0.08470951890306729,0.09971976767836561,0.09283715629971455,0.07477488360551902
157696,0.0,0.2929551339508017,0.15937001968688477,0.07552813908016662,0.22318860777134458,0.08263865098397473,0.06667726166728775,0.07714009909174786,0.02298111834896576,0.030468908294332377,0.030008095439569043,0.025401850691087573,0.028827772053578504,0.03145672380005359,0.03225310557254234,0.04229543629157062
160668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07964679896991361,0.07821954836095306,0.08891654117460569,0.0,0.0,0.0
191874,0.9283594669101508,0.8244447764166916,0.6232539608137245,0.4545768511434158,0.5298868632096388,0.0,0.0,0.30609643579036067,0.1309620246949947,0.2801010426458425,0.35455027001455847,0.3403031466605149,0.39056511056511056,0.37123034257432774,0.29460064762893345,0.3493466890422677
199304,0.6282008510239797,1.0,0.6854141276835098,1.0,1.0,1.0,1.0,1.0,0.2590865574516801,0.0,0.48361256492176075,0.43218812273387475,0.4350970912261235,0.41581892084728306,0.33547658268551633,0.3828937659573079
261716,0.23537192791464007,0.1808896026292202,0.15003046779788132,0.11361366148091473,0.08181196234685992,0.0906050669668347,0.11963765097875885,0.14855228983002938,0.03509987569933074,0.060351556661274626,0.0706585290286472,0.06463152367090663,0.06660220337639693,0.07223084944615375,0.048263305164107366,0.06901392815864911
284006,0.2465686877022938,0.23234737575938652,0.3646585262960533,0.3477163563716739,0.36886014366978753,0.0,0.35528507858567704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297380,0.007199171217362294,0.008558659496066129,0.0050740601856192,0.00492540168324407,0.007462213832334571,0.061202738489480525,0.05401806264933471,0.0829160066772265,0.021984704546012448,0.04533632718950645,0.06246148003291479,0.06779442364343614,0.0,0.0930916921447781,0.0,0.08479003284511862
300352,0.03256600703528764,0.03822452942933971,0.03142870535295772,0.03003060443764346,0.10023944964589325,0.13585322218415744,0.13538218724654202,0.14335770627669958,0.03328780849216816,0.0,0.0,0.0,0.14670682412617897,0.0,0.0,0.0
301838,0.04249266913662622,0.0648590777810975,0.10144018936908221,0.10336967610303494,0.1526143087000038,0.1317857278802808,0.09425897104276727,0.13146456323365494,0.0,0.0,0.0,0.0,0.12316874058809543,0.2399360114675715,0.19390083605059177,0.10041595110452323
380596,0.0,0.006467234339209242,0.045496625105465455,0.08431628836181246,0.06816079867225805,0.047727804151236834,0.031932966527104936,0.018911697412841395,0.004762255443454354,0.0019447885976596104,0.022550629811872645,0.0025861715706287404,0.00015693112467306014,0.0011541826611093714,0.0006346537893062247,0.002401350371874653
